discente,escola,ano,turma,texto,respostas,correcao_humana,tempo_inicial,tempo_final,pontuacao,correcao,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco,compreensao
EST_71,CODAP,7,B,Frustração,"['era', 'era', 'tinha', 'casa', 'falar', 'são', 'nem', 'davamos', 'presentes', 'retribuem', 'em', 'levamos', 'tirar', 'tem', 'tem', 'ele', 'ficar', 'conseguiu', 'tem', 'ficaram', 'entrega', 'tem', 'fica', 'Depois', 'tinha', 'contou', 'elas', 'vejo', 'faz', 'comprou', 'comprar']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:01,08:16,"[1.0, 1.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5]","['exata', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta']",1,1,8,15,6,0,56.452
EST_72,CODAP,7,A,Frustração,"['era', 'era', 'tinha', 'contas', 'mostra', 'era', 'criaram', 'davam', '-', 'tiraram', 'mandaram', 'fala', 'mandarem', 'outras', 'tinha', 'falaram', 'ficaram', 'disso', 'tinha', 'ficaram', 'com', 'com', 'que', 'fez', 'e', 'com', 'enva', 'saia', 'fez', 'comprava', 'com']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-']",08:06,08:17,"[1.0, 1.0, 0.5, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 0.0]","['exata', 'aceitavel', 'classe_correta', 'erro', 'erro', 'exata', 'exata', 'classe_correta', 'branco', 'aceitavel', 'aceitavel', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'grafia_incorreta', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'erro']",4,1,6,9,10,1,50.0
EST_73,CODAP,7,A,Frustração,"['é', 'trabalha', 'tem', 'viajar', 'falar', 'são', 'fizeram', 'pedem', 'terem', 'fotos', 'emviarem', 'todos', 'apreciar ', 'contar', 'tem', 'amigo', 'de', 'ficou', 'faziam', 'ficaram', 'observou', 'tira', 'estão', 'os', 'importam', 'conta', 'conhece', 'em', 'fez', 'comprou', 'abriu']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:06,08:26,"[1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.0, 0.5, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'grafia_incorreta', 'classe_correta', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta']",1,2,8,14,6,0,58.065
EST_74,CODAP,7,A,Frustração,"['era', 'era', 'tinha', 'viajar', 'contar', 'era', 'tinham', 'iam', 'pedir', 'tirasssem', 'mandasse', 'eram', 'mandar', 'tinham', 'tinha', 'tímido', 'muito', '-', 'tinha', 'são', 'tirava', 'colocava', '-', 'e', 'tinha', 'contava', '-', '-', 'era', 'tinha', 'pegou']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:06,08:18,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.5]","['exata', 'aceitavel', 'classe_correta', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'erro', 'branco', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'branco', 'erro', 'aceitavel', 'aceitavel', 'branco', 'branco', 'classe_correta', 'aceitavel', 'classe_correta']",4,0,9,10,4,4,58.065
EST_75,CODAP,7,A,Frustração,"['era', 'trabalhava', 'tiveram', 'sustentava', 'falar', 'irá', 'fizeram', 'ian', '-', '-', '-', 'aqueles', 'mandar', 'falar', 'sabia', 'isso', 'esta', 'disso', 'tem', 'estão', 'recebeu', 'tira', 'é', '-', 'e', 'falar', 'convese', 'que', 'é', 'compra', 'manda']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:06,08:16,"[1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5]","['exata', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'erro', 'branco', 'branco', 'branco', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'branco', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'grafia_incorreta', 'classe_correta']",2,1,3,14,7,4,41.935
EST_76,CODAP,7,A,Frustração,"['era', 'era', 'tinha', 'viajar', 'contar', 'são', 'montaram', 'contam', 'gabar', 'viajaram', 'receberam', 'chamam', 'ver', 'contar', 'gostava', '-', 'muito', '-', '-', 'vivem', '-', '-', '-', '-', '-', 'contava', '-', 'chegava', 'fazia', 'comprava', 'colocava']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:06,08:20,"[1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","['exata', 'aceitavel', 'classe_correta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'branco', 'erro', 'branco', 'branco', 'aceitavel', 'branco', 'branco', 'branco', 'branco', 'branco', 'aceitavel', 'branco', 'aceitavel', 'exata', 'exata', 'aceitavel']",6,1,8,6,1,9,58.065
EST_77,CODAP,7,B,Frustração,"['era', 'era', 'tiverão', 'lazer', 'contar', 'era', 'fizeram', 'contar', 'lugares', 'foram', 'mandar', 'eles', 'ver', 'contar', 'sabia', 'gostava', 'estava', 'disso', 'havia', 'sempre', 'lia', 'gostava', 'era', 'dos', 'e', 'reflete', 'conprova', 'descançava', 'fez', 'comprava', 'lia']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:01,08:15,"[1.0, 1.0, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 1.0, 0.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5]","['exata', 'aceitavel', 'classe_correta', 'erro', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'classe_correta']",4,0,8,12,7,0,58.065
EST_78,CODAP,7,A,Frustração,"['era', 'trabalhava', 'tinham', 'viajar', 'falar', 'são', 'fizeram', 'pedem', 'fotos', 'tirem', 'enviaram', 'todos', 'tiram', 'contar', 'tem', 'amigo', 'ele', 'ficou', 'faziam', 'ficavam', 'observa', 'tira', 'É', 'com', 'importam', 'conta', 'conhece', 'em', 'fez', 'comprou', 'colocou']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:06,08:26,"[1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.0, 0.5, 1.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5]","['exata', 'exata', 'classe_correta', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'classe_correta', 'grafia_incorreta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta']",4,1,7,13,6,0,59.677
EST_79,CODAP,7,B,Frustração,"['é', 'era', 'tinha', 'viajar', 'ir', 'é', 'é', 'era', 'eles', 'eles', 'mandarão', 'eles', 'uma', 'depois', 'queria', 'é', 'com', 'eles', 'queria', 'também', 'queria', 'queria', 'é', 'é', 'tinha', 'leu', 'todos', 'depois', 'queria', 'queria', 'os']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-']",08:01,08:14,"[1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","['aceitavel', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro']",1,0,5,14,11,0,41.935
EST_80,CODAP,7,B,Frustração,"['tinha', 'é', 'tinham', 'viajar', 'dizer', 'era', 'fizeram', 'disseram', 'esperar', 'escrevesse', 'enviassem', 'pediam', 'mandar', 'contar', 'tinha', 'reclamava', 'era', '-', 'satisfeitos', '-', 'abre', 'rasga', '-', 'enviavam', 'com', 'recontava', 'desmenti', 'em', 'fez', 'comprou', 'colocou']","['mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:01,08:12,"[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'branco', 'erro', 'branco', 'classe_correta', 'classe_correta', 'branco', 'aceitavel', 'erro', 'grafia_incorreta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta']",2,2,8,13,3,3,59.677
EST_81,CODAP,7,B,Frustração,"['era', 'trabalhava', 'teve', 'tudo', 'trazer', 'era', 'em', 'enviava', 'eles', 'recebessem', 'mandasse', 'com', 'guarda', 'também', 'sabia', 'isso', 'muito', 'houve', 'houve', 'eram', 'lia', 'via', 'das', 'e', 'e', 'ouvia', 'convence', 'dia', 'fazia', 'fazia', 'abria']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:06,"[1.0, 1.0, 0.5, 0.0, 0.5, 1.0, 0.0, 1.0, 0.0, 0.5, 1.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5]","['exata', 'exata', 'classe_correta', 'erro', 'classe_correta', 'exata', 'erro', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'erro', 'aceitavel', 'erro', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'classe_correta', 'erro', 'exata', 'aceitavel', 'classe_correta']",4,0,9,7,11,0,53.226
EST_82,CODAP,7,B,Frustração,"['era', 'trabalhava', 'teve', 'gastar', 'contar', 'de', 'é', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'sobe', 'estão', 'entrega', 'tera', 'está', 'todos', 'poem', 'têr', 'da', 'sai', 'pratica', 'viu', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-']",08:01,08:19,"[1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.0]","['exata', 'exata', 'classe_correta', 'classe_correta', 'exata', 'erro', 'classe_correta', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'branco']",3,0,1,13,2,12,33.871
EST_83,CODAP,7,B,Frustração,"['é', 'trabalhava', 'conseguia', 'viajar', 'falar', 'é', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'estavam', 'e', 'com', 'era', 'todos', 'poem', 'lê', 'en', '-', '-', 'vendia', 'entregava']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:01,08:25,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0]","['aceitavel', 'exata', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'aceitavel', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'branco', 'branco', 'aceitavel', 'aceitavel']",2,0,6,5,3,15,33.871
EST_84,CODAP,7,A,Frustração,"['era', 'trabalhava', 'tinha', 'viajar', 'contar', 'era', 'era', 'em', 'falaram', 'irem', 'esperavam', 'pediram', 'mandarem', 'contar', 'falou', 'falou', 'ficaram', 'souberam', 'fazia', 'ficaram', 'fez', 'fazia', 'era', 'e', 'tinham', 'mais', 'conta', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-']",08:06,08:26,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]","['exata', 'exata', 'classe_correta', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'branco', 'branco', 'branco', 'branco']",5,1,6,12,3,4,58.065
