discente,escola,ano,turma,texto,respostas,correcao_humana,tempo_inicial,tempo_final,pontuacao,correcao,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco,compreensao
EST_168,CODAP,9,A,Memórias de um aprendiz de escritor,"['dizia', 'era', 'mostrou', 'sobre', 'cairia', 'fomos', 'também', 'viram', 'falando', 'estava', 'por', 'sobreviveu', 'quando', 'e', 'chegou', 'pousou', 'acreditou', 'estava', 'falaram', 'sabe', 'caiu', 'falam', 'e', 'acredita', 'viu', 'caiu', 'queimou', 'viu', 'acreditava', 'é', 'era', 'virou', 'dedicou', 'acreditava']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:18,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 1.0]","['aceitavel', 'exata', 'aceitavel', 'erro', 'exata', 'exata', 'erro', 'classe_correta', 'classe_correta', 'exata', 'erro', 'aceitavel', 'erro', 'erro', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel']",5,1,8,13,7,0,60.294
EST_169,CODAP,9,A,Memórias de um aprendiz de escritor,"['acha', 'é', 'transmitisse', 'caira', 'e', 'ira', 'nervosos', 'porem', 'que', 'está', 'caiu', 'morreu', 'que', 'de', 'toda', 'estava', 'feliz', 'estava', 'foi', 'não', 'caiu', 'transmitiram', 'e', 'caiu', 'queria', 'caiu', 'explodiu', 'estava', 'é', 'era', 'era', 'que', 'imaginava', 'aconteceu']","['mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:22,"[0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 1.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5]","['classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'exata', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'erro', 'grafia_incorreta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'erro', 'classe_correta', 'classe_correta']",2,1,4,15,12,0,42.647
EST_170,CODAP,9,A,Memórias de um aprendiz de escritor,"['falava', 'era', 'falou', '-', 'e', 'mudaria', 'assustados', 'avisaram', 'ficou', 'estava', 'chegava', 'sobreviveu', 'com', 'e', 'chegou', 'ficou', 'gritou', 'ficou', 'contava', 'viu', 'caindo', 'lembra', 'sabe', 'mentiu', 'viu', 'caia', 'destruia', 'acreditava', 'viu', 'tornou', 'precisava', 'virou', 'sabe', 'viu']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:16,"[1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5]","['aceitavel', 'exata', 'classe_correta', 'branco', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'erro', 'erro', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'erro', 'exata', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'classe_correta', 'classe_correta']",6,1,6,16,4,1,61.765
EST_171,CODAP,9,A,Memórias de um aprendiz de escritor,"['não', 'é', 'falou', 'pela', 'cair', 'e', 'triste', 'ocorreu', 'ficou', 'passa', 'bem', 'sobreviveu', 'que', 'triste', 'escultou', 'que', 'correu', 'ficou', 'acredita', 'passou', 'perto', 'noticia', 'falavam', 'acredite', 'viu', 'caiu', 'expludia', 'tem', 'acreditar', 'falou', 'escreveu', 'que', 'sobreviveu', 'passou']","['-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:17,"[0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5]","['erro', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta']",0,0,3,20,11,0,38.235
EST_172,CODAP,9,A,Memórias de um aprendiz de escritor,"['sabia', 'era', 'mostrou', 'sobrevoando', 'cai', 'fui', 'comentei', 'vi', 'estava', 'sobrevoava', 'caiu', 'sobreviveu', 'caiu', 'e', 'fui', 'estava', 'comemorou', 'estava', 'era', 'lá', 'caiu', 'lembro', 'digo', 'mentiu', 'viu', 'caiu', 'explodiu', 'acredita', 'ele', 'é', 'com', 'nasçe', 'escreva', 'crer']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:16,"[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.5, 1.0, 0.5]","['exata', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'erro', 'grafia_incorreta', 'exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta']",6,3,8,12,5,0,67.647
EST_173,CODAP,9,A,Memórias de um aprendiz de escritor,"['achava', 'era', 'alertou', 'caiu', 'preocupou', 'avião', 'pessoas', 'pegaram', 'ficou', 'estava', 'caiu', 'fica', 'caiu', 'que', 'ouviu', 'estava', 'acalmou', 'estava', 'aceitava', 'cidade', 'caiu', 'notícia', 'alertou', 'era', 'aquela', 'era', 'perigoso', 'ficou', 'alertou', 'tinha', 'pegou', 'e', 'perguntou', 'aconteceu']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:11,"[1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5]","['aceitavel', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta']",3,1,4,18,8,0,50.0
EST_174,CODAP,9,A,Memórias de um aprendiz de escritor,"['sabia', 'era', 'deu', 'de', 'colidindo', 'fui', 'sabendo', 'não', 'dizendo', 'estava', 'passou', 'escapou', 'nisso', 'a', 'na', 'saiu', 'acreditou', 'ficou', 'havia', 'ele', 'incendiado', 'um', 'no', 'acredita', 'viu', 'caiu', 'queimou', 'acreditava', 'via', 'havia', 'a', 'a', 'havia', 'dizer']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:24,"[1.0, 1.0, 1.0, 0.0, 0.5, 1.0, 0.5, 0.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0]","['exata', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'exata', 'classe_correta', 'exata', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'exata', 'aceitavel', 'aceitavel', 'erro', 'erro', 'classe_correta', 'aceitavel']",6,0,5,12,11,0,50.0
EST_175,CODAP,9,A,Memórias de um aprendiz de escritor,"['odeia', 'fosse', 'anunciou', 'chegava', 'chegada', 'direto', 'ansêia', 'garoto', 'alunos', 'esteja', 'dem', 'assustaram', 'quando', 'alunos', 'chegaram', 'estaria', 'olhou', 'estava', 'seja', 'mentiram', 'ter', 'fizeram', 'mesmo', 'era', 'viu', 'chegou', 'caiu', 'acreditou', 'viu', 'era', 'precisou', 'tornou', 'lia', 'escrevia']","['mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:16,"[0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]","['classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'grafia_incorreta', 'erro', 'aceitavel', 'erro', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel']",1,2,9,13,9,0,54.412
EST_176,CODAP,9,B,Memórias de um aprendiz de escritor,"['afirmava', 'era', 'divulgou', 'destruiria', 'E', 'indo', 'informados', 'vi', 'muito', 'estava', 'caiu', 'sobreviveu', 'avistei', 'Então', 'ia', 'está', 'relaxou', 'estava', 'era', 'viu', 'cair', 'soube', 'desacreditou', 'aconteceu', 'viu', 'caiu', 'destruiu', 'pensou', 'ouviu', 'era', 'baseou', 'tornando', 'afirmou', 'diziam']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:13,"[0.5, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0]","['classe_correta', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'grafia_incorreta']",6,1,5,18,4,0,61.765
EST_177,CODAP,9,B,Memórias de um aprendiz de escritor,"['sabia', 'era', 'deu', 'incendiou', 'E', 'iria', 'pensando', 'João', 'José', 'caiu', 'bem', 'sobreviveu', 'lá', 'É', 'chega', 'pousou', 'desacreditou', 'ficou', 'viam', 'verdade', 'caiu', 'soube', 'disse', 'mentia', 'viu', 'exisitia', 'caiu', 'acreditou', 'pensou', 'era', 'era', 'e', 'acredito', 'escreve']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:26,"[1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.0, 1.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5]","['exata', 'exata', 'exata', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'aceitavel', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'classe_correta', 'exata', 'classe_correta', 'erro', 'classe_correta', 'classe_correta']",4,3,4,15,8,0,54.412
EST_178,CODAP,9,B,Memórias de um aprendiz de escritor,"['achava', 'era', 'deu', 'chegaria', 'e', 'entretanto', 'ansiosos', 'chegou', 'disse', 'chegaria', 'caiu', 'escapou', 'era', 'mas', 'veio', 'estava', 'acreditou', 'ficou', 'era', 'viu', 'incendiado', 'percebeu', 'de', 'mentiu', 'olhou', 'caiu', 'incendiou', 'acreditava', 'viu', 'para', 'realmente', 'ele', 'perguntou', 'via']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:15,"[1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0]","['aceitavel', 'exata', 'exata', 'classe_correta', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'classe_correta', 'exata', 'exata', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'exata', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'exata', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'aceitavel']",8,1,5,12,8,0,58.824
EST_179,CODAP,9,B,Memórias de um aprendiz de escritor,"['achava', 'era', 'anunciou', 'chegava', 'chegando', 'Iram', 'assustados', 'avisaram', 'ficou', 'estava', 'pousou', 'faleceu', 'estava', 'Até', 'volta', 'pousou', 'acreditou', 'ficou', 'era', 'estava', 'intacto', 'questionando', 'diz', 'acredita', 'imaginava', 'caiu', 'incendiou', 'pensou', 'ouviu', 'era', 'estava', 'virou', 'transformou', 'é']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:00,08:19,"[1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5]","['aceitavel', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta']",4,1,6,20,3,0,61.765
