discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,lacuna_35,classificacao_35,correcao_35,texto,tempo_inicial,tempo_final
EST_121,8,B,eram,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucasem,verbo,mesma classe e mesmo campo semântico,por,preposição,mesma classe e mesmo campo semântico,apareseram,verbo,mesma classe e campo semântico diferente,pararam,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e campo semântico diferente,almentaram,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,perseberam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,apareseram,verbo,mesma classe e mesmo campo semântico,destruiram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,sabiam,verbo,mesma classe e campo semântico diferente,moreram,verbo,mesma classe e campo semântico diferente,suprotou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,tomaram,verbo,mesma classe e mesmo campo semântico,fugiram,verbo,mesma classe e campo semântico diferente,pegaram,verbo ,mesma classe e mesmo campo semântico,para,preposição,-,suas,pronome possessivo,-,fizeram,verbo,mesma classe e mesmo campo semântico,colocou,verbo,mesma classe e campo semântico diferente,prederam,verbo,mesma classe e mesmo campo semântico,machucaram,verbo,mesma classe e campo semântico diferente,mão,nome substantivo,-,com,preposição,-,machucasem,verbo,mesma classe e mesmo campo semântico,pegaram,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,por,preposição,-,O dia em que os jacarés invadiram a cidade,08:07,08:23
EST_122,8,B,eram,verbo,mesma classe e mesmo campo semântico,jogavam,verbo,mesma classe e mesmo campo semântico,davam,verbo,mesma classe e mesmo campo semântico,machucarem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,invadiram,verbo,mesma classe e campo semântico diferente,tomaram,verbo,mesma classe e campo semântico diferente,reprodusindo,verbo,mesma classe e mesmo campo semântico,crecia,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,assustando,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,comiham,verbo,mesma classe e mesmo campo semântico,aguetol,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,estavam,verbo,mesma classe e campo semântico diferente,morreram,verbo,mesma classe e campo semântico diferente,comeram,verbo ,mesma classe e mesmo campo semântico,começol,verbo ,mesma classe e campo semântico diferente,faze,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,usavam,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,com ,preposição,-,ferocidade,nome substantivo,-,com,preposição,-,machucarem,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e campo semântico diferente,potes,nome substantivo,-,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:18
EST_123,8,B,erão,verbo,mesma classe e mesmo campo semântico,jogarão,verbo,mesma classe e mesmo campo semântico,derão,verbo,mesma classe e mesmo campo semântico,machucasen,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,chegarão,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,andavão,verbo,mesma classe e campo semântico diferente,já,advérbio de tempo,-,como,advérbio,-,consiguiran,verbo,mesma classe e campo semântico diferente,-,-,-,era,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,-,-,-,pegarãn,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,forem,verbo ,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:07,08:15
EST_124,8,B,eram,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e campo semântico diferente,desceu,verbo,mesma classe e mesmo campo semântico,afoguem,verbo,-,cometi,verbo,mesma classe e campo semântico diferente,gigantes,adjetivo,-,comelões,nome substantivo,-,espalharam,verbo,mesma classe e mesmo campo semântico,aumentam,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,chegam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,vagando,verbo,mesma classe e campo semântico diferente,atacando,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,correm,verbo,mesma classe e campo semântico diferente,aguentasse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,habitam,verbo,mesma classe e mesmo campo semântico,fugiram,verbo,mesma classe e campo semântico diferente,cercavam,verbo ,mesma classe e campo semântico diferente,dna,nome substantivo,-,jacarés,nome substantivo,-,colocaram,verbo,mesma classe e campo semântico diferente,homens,nome substantivo,-,aguentaram,verbo,mesma classe e campo semântico diferente,mataram,verbo,mesma classe e campo semântico diferente,força,nome substantivo,-,com,preposição,-,matassem,verbo,mesma classe e campo semântico diferente,fugiram,verbo,mesma classe e campo semântico diferente,jacarés,nome substantivo,-,desceram,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:09
EST_125,8,B,eram,verbo,mesma classe e mesmo campo semântico,colocavam,verbo,mesma classe e mesmo campo semântico,davam,verbo,mesma classe e mesmo campo semântico,machucar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,famintos,adjetivo,-,aconteceu,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e mesmo campo semântico,agiram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,dominavam,verbo,mesma classe e mesmo campo semântico,atavam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,criaram,verbo,mesma classe e campo semântico diferente,aguentava,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,dominavam,verbo,mesma classe e mesmo campo semântico,falavam,verbo,mesma classe e campo semântico diferente,existem,verbo ,mesma classe e campo semântico diferente,fizeram,verbo ,mesma classe e campo semântico diferente,pior,adjetivo,-,criaram,verbo,mesma classe e mesmo campo semântico,colavam,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,por,preposição,-,matavam,verbo,-,com,preposição,-,machucasem,verbo,mesma classe e mesmo campo semântico,atacaram,verbo,mesma classe e campo semântico diferente,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,Era,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:15
EST_126,8,A,são,verbo,mesma classe e mesmo campo semântico,poe,verbo,mesma classe e campo semântico diferente,da,preposição,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,aparecem,verbo,mesma classe e campo semântico diferente,encontrado,adjetivo,-,reproduzem,verbo,mesma classe e mesmo campo semântico,muda,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,acham,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,pelas,contração,-,ataca,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e campo semântico diferente,morreram,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,alcita,-,-,morreram,verbo,mesma classe e campo semântico diferente,é,verbo ,mesma classe e campo semântico diferente,fizeram,verbo ,mesma classe e campo semântico diferente,a,preposição,-,foram,verbo,mesma classe e campo semântico diferente,fizeram,verbo,mesma classe e campo semântico diferente,pegou,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,a,artigo,-,tem,verbo,mesma classe e mesmo campo semântico,percam,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,botam,verbo,mesma classe e mesmo campo semântico,dão,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:31
EST_127,8,A,são,verbo,mesma classe e mesmo campo semântico,que,pronome relativo,-,dão,verbo,mesma classe e mesmo campo semântico,perderem,verbo,mesma classe e mesmo campo semântico,que,advérbio,-,morem,verbo,mesma classe e campo semântico diferente,desaparesem,verbo,mesma classe e campo semântico diferente,espalhando,verbo,mesma classe e mesmo campo semântico,ficando,verbo,mesma classe e mesmo campo semântico,estão,verbo,mesma classe e mesmo campo semântico,mortas,nome substantivo,-,é,verbo,mesma classe e mesmo campo semântico,nas,contração,-,devorando,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,morem,verbo,mesma classe e campo semântico diferente,aguenta,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,destruiram,verbo,mesma classe e campo semântico diferente,correm,verbo,mesma classe e campo semântico diferente,matam,verbo ,mesma classe e campo semântico diferente,que,pronome relativo,-,abilidade,nome substantivo,-,estão,verbo,mesma classe e campo semântico diferente,jacarés,nome substantivo,-,mostram,verbo,mesma classe e campo semântico diferente,que,ponome relativo,-,que,pronome relativo,-,tem,verbo,mesma classe e mesmo campo semântico,percam,verbo,mesma classe e campo semântico diferente,jogam,verbo,mesma classe e campo semântico diferente,humanos,nome substantivo,-,dão,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:33
EST_128,8,A,são,verbo,mesma classe e mesmo campo semântico,só,advérbio de exclusão,-,sobre,preposição,-,machuquem,verbo,mesma classe e mesmo campo semântico,em,preposição,-,caem,verbo,mesma classe e campo semântico diferente,ficam,verbo,mesma classe e campo semântico diferente,criando,verbo,mesma classe e campo semântico diferente,maior,advérbio,-,são,verbo,mesma classe e mesmo campo semântico,pecebem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,ja,advérbio de tempo,-,assusta,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,medo,nome substantivo,-,agente,pronome pessoal,-,os,artigo definido,-,dominam,verbo,mesma classe e mesmo campo semântico,mortos,nome substantivo,-,-,-,-,-,-,-,-,-,-,estão,verbo,mesma classe e campo semântico diferente,puxes,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:32
EST_129,8,A,viraram,verbo,mesma classe e campo semântico diferente,jogaram,verbo,mesma classe e mesmo campo semântico,davam,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,aumentou,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,perceberam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,aparecerão,verbo,mesma classe e campo semântico diferente,atacarão,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:27
EST_130,8,A,são,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,um,pronome indefinido,-,veja,verbo,mesma classe e campo semântico diferente,ter,verbo,mesma classe e campo semântico diferente,mais,advérbio de intensidade,-,tem,verbo,mesma classe e campo semântico diferente,pode,verbo,mesma classe e campo semântico diferente,um,pronome indefinido,-,a, artigo definido,-,viu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,dezimo,verbo,mesma classe e mesmo campo semântico,mais,advérbio de intensidade,-,perigosos,adjetivo,-,doido,adjetivo,-,vai,verbo,mesma classe e campo semântico diferente,muitos,pronome indefinido,-,estavam,verbo,mesma classe e campo semântico diferente,fortes,adjetivo,-,mataram,verbo ,mesma classe e campo semântico diferente,inteligente,adjetivo,-,esperto,nome substantivo,-,foram,verbo,mesma classe e campo semântico diferente,poderes,nome substantivo,-,feroz,adjetivo,-,perigo,nome substantivo,-,bravura,nome substantivo,-,com,preposição,-,matem,verbo,mesma classe e campo semântico diferente,matam,verbo,mesma classe e campo semântico diferente,comem,verbo,mesma classe e mesmo campo semântico,depois,advérbio de tempo,-,faz,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:24
EST_131,8,B,são,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,grandes,adjetivo,-,foi,verbo,mesma classe e campo semântico diferente,dobravam,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e mesmo campo semântico,agirão,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,atacou,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,ferozes,adjetivo,-,ajudou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,ivadiram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e campo semântico diferente,eram,verbo ,mesma classe e campo semântico diferente,produziram,verbo ,mesma classe e campo semântico diferente,suas,pronome possessivo,-,foram,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,agilidade,nome substantivo,-,-,-,-,tem,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:28
EST_132,8,B,são,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,apertaram,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,Ferozes,adjetivo,-,forte,adjetivo,-,repitiu,verbo,mesma classe e campo semântico diferente,mudavam,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,soube,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,comeu,verbo,mesma classe e mesmo campo semântico,do,contração,-,normais,adjetivo,-,morreram,verbo,mesma classe e campo semântico diferente,aguentasse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,dominaram,verbo,mesma classe e mesmo campo semântico,sobreviveram,verbo,mesma classe e mesmo campo semântico,comeram,verbo ,mesma classe e mesmo campo semântico,absorveram,verbo ,mesma classe e campo semântico diferente,sua,pronome possessivo,-,fizeram,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,mesma classe e campo semântico diferente,herdou,verbo,mesma classe e campo semântico diferente,quebraram,verbo,mesma classe e campo semântico diferente,casa,nome substantivo,-,com,preposição,-,machucassem,verbo,mesma classe e mesmo campo semântico,pegaram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,apertaram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:22
EST_133,8,A,são,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,usou,verbo,mesma classe e mesmo campo semântico,matem,verbo,mesma classe e campo semântico diferente,teve,verbo,mesma classe e campo semântico diferente,ferozes,adjetivo,-,pule,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,jacare,nome substantivo,-,eram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tavam,verbo,mesma classe e campo semântico diferente,toda,adjetivo,-,os,artigo definido,-,são,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,tavam,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,comeu,verbo ,mesma classe e campo semântico diferente,jacare,nome substantivo,-,humano,pronome possessivo,-,foram,verbo,mesma classe e campo semântico diferente,usou,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,jacare,substantivo,-,humano,nome substantivo,-,foram,verbo,mesma classe e campo semântico diferente,matase,verbo,mesma classe e campo semântico diferente,se,conjunção condicional,-,humanos,nome substantivo,-,ativou,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:20
EST_134,8,B,foram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucase,verbo,mesma classe e mesmo campo semântico,seria,verbo,mesma classe e campo semântico diferente,ficava,verbo,mesma classe e campo semântico diferente,morava,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,aumentando,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,pelas,contração,-,assustador,adjetivo,-,era,verbo,mesma classe e mesmo campo semântico,mudava,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e campo semântico diferente,mudou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,habitam,verbo,mesma classe e mesmo campo semântico,morreram,verbo,mesma classe e campo semântico diferente,criados,verbo ,mesma classe e campo semântico diferente,criou,verbo ,mesma classe e campo semântico diferente,diversas,adjetivo,-,fizeram,verbo,mesma classe e mesmo campo semântico,homenzinhos,nome substantivo,-,foram,verbo,mesma classe e campo semântico diferente,o,pronome definido,-,atacou,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,machuque,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,jacarés,nome substantivo,-,dar,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:22
EST_135,8,A,são,verbo,mesma classe e mesmo campo semântico,jogavão,verbo,mesma classe e mesmo campo semântico,davam,verbo,mesma classe e mesmo campo semântico,machucasem,verbo,mesma classe e mesmo campo semântico,com,preposição,-,desceram,verbo,mesma classe e campo semântico diferente,entraram,verbo,mesma classe e campo semântico diferente,esconderam,verbo,mesma classe e campo semântico diferente,mudavam,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,sairam,verbo,mesma classe e campo semântico diferente,comeram,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,sugaram,verbo,mesma classe e campo semântico diferente,comeram,verbo,mesma classe e campo semântico diferente,caise,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,moravam,verbo,mesma classe e mesmo campo semântico,fugiram,verbo,mesma classe e campo semântico diferente,comeram,verbo ,mesma classe e mesmo campo semântico,começaram,verbo ,mesma classe e campo semântico diferente,fazer,verbo,mesma classe e mesmo campo semântico,criarão,verbo,mesma classe e mesmo campo semântico,venderam,verbo,mesma classe e mesmo campo semântico,erdaram,verbo,mesma classe e campo semântico diferente,começaram,verbo,mesma classe e mesmo campo semântico,fazer,verbo,mesma classe e campo semântico diferente,com,preposição,-,influenciasem,verbo,mesma classe e campo semântico diferente,pegaram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:23
EST_136,8,A,eram,verbo,mesma classe e mesmo campo semântico,também,advérbio de exclusão,-,só,advérbio de exclusão,-,mudasem,verbo,mesma classe e campo semântico diferente,mas,conjunção adversativa,-,foram,verbo,mesma classe e campo semântico diferente,até,preposição,-,foram,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,de,preposição,-,foram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,muitos,pronome indefinido,-,não,advérbio de negação,-,animais,nome substantivo,-,aguentou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,foram,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,foram,verbo ,mesma classe e campo semântico diferente,que,pronome relativo,-,fizeram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,foram,verbo,mesma classe e campo semântico diferente,não,advérbio,-,também,advérbio,-,tinham,verbo,mesma classe e mesmo campo semântico,matassem,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,jacarés,nome substantivo,-,foram,verbo,mesma classe e campo semântico diferente,que,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:21
EST_137,8,B,eram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machuque,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,nasceram,verbo,mesma classe e campo semântico diferente,estavam,verbo,mesma classe e campo semântico diferente,passou,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,nasceram,verbo,mesma classe e campo semântico diferente,vieram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,atacaram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,-,-,-,fosse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,-,-,-,viveram,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:19
EST_138,8,A,eram,verbo,mesma classe e mesmo campo semântico,jogavam,verbo,mesma classe e mesmo campo semântico,davam,verbo,mesma classe e mesmo campo semântico,ferissem,verbo,mesma classe e mesmo campo semântico,aconteceu,verbo,mesma classe e mesmo campo semântico,morreram,verbo,mesma classe e campo semântico diferente,desapareceram,verbo,mesma classe e campo semântico diferente,perderam,verbo,mesma classe e campo semântico diferente,mudaram,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,feriram,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,foi,verbo,mesma classe e campo semântico diferente,lutaram,verbo,mesma classe e campo semântico diferente,aguentou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,invadiram,verbo,mesma classe e campo semântico diferente,morreram,verbo,mesma classe e campo semântico diferente,ataram,verbo ,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:48
EST_139,8,A,são,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,-,deram,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,com,preposição,-,ferozes,adjetivo,-,pequenos,adjetivo,-,encontra,verbo,mesma classe e campo semântico diferente,muda,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,descobriram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,assustou,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,aguentasse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,habitavam,verbo,mesma classe e mesmo campo semântico,sobreviveram,verbo,mesma classe e mesmo campo semântico,sobraram,verbo ,mesma classe e campo semântico diferente,submeteram,verbo ,mesma classe e campo semântico diferente,algumas,pronome indefinido,-,estavam,verbo,mesma classe e campo semântico diferente,humanos,nome substantivo,-,mostravam,verbo,mesma classe e campo semântico diferente,nem,advérbio,-,raiva,nome substantivo,-,com,preposição,-,machucassem,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e campo semântico diferente,jacarezinhos,nome substantivo,-,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:27
