discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,lacuna_35,classificacao_35,correcao_35,texto,tempo_inicial,tempo_final
EST_11,6,B,caro,adjetivo,-,tinha,verbo,mesma classe e campo semântico diferente,o,artigo,-,café,nome substantivo,-,e,conjunção aditiva,-,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,que,pronome relativo,-,era,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,e,conjunção aditiva,-,no,contração,-,ouvia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,era,verbo,mesma classe e mesmo campo semântico,quando,advérbio de lugar,-,foi,verbo,mesma classe e campo semântico diferente,pequeno,adjetivo,-,e,conjunção aditiva,-,e,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e campo semântico diferente,luto,nome substantivo,-,tem,verbo,mesma classe e campo semântico diferente,vende,verbo,mesma classe e campo semântico diferente,vive,verbo,mesma classe e campo semântico diferente,no,contração,-,o,artigo,-,era,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,nas,contração,-,Lembranças do passado,08:00,08:23
EST_12,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e campo semântico diferente,timnha,verbo,mesma classe e campo semântico diferente,economisa,verbo,mesma classe e campo semântico diferente,dele,contração,-,levava,verbo,mesma classe e campo semântico diferente,de,preposição,-,espasoso,adjetivo,-,sosinhos,adjetivo,-,trabalhava,verbo,mesma classe e campo semântico diferente,sabado,nome substantivo,-,na,contração,-,acabava,verbo,mesma classe e campo semântico diferente,apacavam,verbo,mesma classe e campo semântico diferente,pequeno,adjetivo,-,reumida,adjetivo,-,era,verbo,mesma classe e mesmo campo semântico,feliz,adjetivo,-,feliz,adjetivo,-,feliz,adjetivo,-,morreu,verbo,mesma classe e mesmo campo semântico,pequena,adjetivo,-,não,advérbio de negação,-,morre,verbo,mesma classe e campo semântico diferente,lasca,verbo,mesma classe e campo semântico diferente,trabalha,verbo,mesma classe e campo semântico diferente,familia,nome substantivo,-,pobre,adjetivo,-,pobre,adjetivo,-,morre,verbo,mesma classe e campo semântico diferente,São,verbo,mesma classe e campo semântico diferente,pobre,adjetivo,-,morre,verbo,mesma classe e campo semântico diferente,trabalhe,verbo,mesma classe e campo semântico diferente,comigo,pronome pessoal,-,Lembranças do passado,08:09,08:26
EST_13,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,trazia,verbo,mesma classe e campo semântico diferente,o,artigo,-,para,preposição,-,na,contração,-,tem,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,as,artigo,-,era,verbo,mesma classe e campo semântico diferente,-,-,-,acendiam,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e campo semântico diferente,-,-,-,era,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,estavam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,da,contração,-,muito,advérbio de intensidade,-,ussa,verbo,mesma classe e mesmo campo semântico,os,artigo,-,da,contração,-,e,conjunção aditiva,-,muito,advérbio de intensidade,-,reclamam,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,pode,verbo,mesma classe e campo semântico diferente,da,verbo,mesma classe e mesmo campo semântico,concigo,verbo,mesma classe e campo semântico diferente,na,contração,-,Lembranças do passado,08:09,08:28
EST_14,6,A,tambem,advérbio de inclusão,-,ganhava,verbo,mesma classe e mesmo campo semântico,esse,pronome demonstrativo,-,era,verbo,mesma classe e campo semântico diferente,ir,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincamos,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,brincavamos,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,acendia,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,eletrico,adjetivo,-,via,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,tornaram,verbo,mesma classe e campo semântico diferente,tanbém,advérbio de inclusão,-,que,pronome relativo,-,era,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,era,verbo,mesma classe e campo semântico diferente,tambem,advérbio de inclusão,-,moravam,verbo,mesma classe e campo semântico diferente,pessoas,nome substantivo,-,todo,pronome indefinido,-,gerou,verbo,mesma classe e mesmo campo semântico,amava,verbo,mesma classe e mesmo campo semântico,tenho,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:14
EST_15,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,conseguiamos,verbo,mesma classe e mesmo campo semântico,viajavamos,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,as,artigo,-,era,verbo,mesma classe e mesmo campo semântico,bem,adjetivo,-,brincávamos,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,escurecia,verbo,mesma classe e mesmo campo semântico,aconteceu,verbo,mesma classe e mesmo campo semântico,acabou,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,ligava,verbo,mesma classe e campo semântico diferente,assistia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,divertia,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,surgiam,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,conseguiu,verbo,mesma classe e mesmo campo semântico,conseguiam,verbo,mesma classe e campo semântico diferente,ajuda,verbo,mesma classe e campo semântico diferente,tiveram,verbo,mesma classe e campo semântico diferente,pobre,adjetivo,-,fazem,verbo,mesma classe e campo semântico diferente,paulistas,adjetivo,-,sim,advérbio de afirmação,-,fez,verbo,mesma classe e mesmo campo semântico,fiquei,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:24
EST_16,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,juntou,verbo,mesma classe e mesmo campo semântico,viajamos,verbo,mesma classe e campo semântico diferente,entrar,verbo,mesma classe e campo semântico diferente,fazia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,andavamos,verbo,mesma classe e campo semântico diferente,aparecia,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,apareceu,verbo,mesma classe e campo semântico diferente,surgiu,verbo,mesma classe e mesmo campo semântico,tambem,advérbio de inclusão,-,reunia,verbo,mesma classe e campo semântico diferente,falando,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,gostou,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,iam,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,interessantes,adjetivo,-,era,verbo,mesma classe e mesmo campo semântico,conseguia,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e campo semântico diferente,vendia,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,amavam,verbo,mesma classe e campo semântico diferente,-,-,-,cresceu,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,criou,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,fiz,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:50
EST_17,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e campo semântico diferente,o,artigo,-,ia,verbo,mesma classe e campo semântico diferente,teve,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,iamos,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,acontecia,verbo,mesma classe e mesmo campo semântico,acabava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,elétrico,adjetivo,-,as,artigo,-,eram,verbo,mesma classe e mesmo campo semântico,adorava,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,saiam,verbo,mesma classe e mesmo campo semântico,-,-,-,chegavam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,-,-,-,era,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,atravessar,verbo,mesma classe e campo semântico diferente,-,-,-,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,-,-,-,tem,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:24
EST_18,6,B,fazendeiro,nome substantivo,-,tinha,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,entrar,verbo,mesma classe e campo semântico diferente,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,chegamos,verbo,mesma classe e campo semântico diferente,chegou,verbo,mesma classe e campo semântico diferente,entramos,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,acabava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,tocando,verbo,mesma classe e campo semântico diferente,reunida,adjetivo,-,deu,verbo,mesma classe e campo semântico diferente,queria,verbo,mesma classe e campo semântico diferente,deram,verbo,mesma classe e campo semântico diferente,chegaram,verbo,mesma classe e mesmo campo semântico,diminuiram,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e campo semântico diferente,tambem,advérbio de inclusão,-,nasceu,verbo,mesma classe e mesmo campo semântico,consegiu,verbo,mesma classe e mesmo campo semântico,ficou,verbo,mesma classe e campo semântico diferente,acessiveis,adjetivo,-,tem,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,trabalhar,verbo,mesma classe e campo semântico diferente,movia,verbo,mesma classe e campo semântico diferente,teve,verbo,mesma classe e campo semântico diferente,troce,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:20
EST_19,6,A,bem,advérbio de intensidade,-,gastava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,viajava,verbo,mesma classe e campo semântico diferente,entrar,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ficavamos,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e mesmo campo semântico,surgiu,verbo,mesma classe e campo semântico diferente,nasceu,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,falava,verbo,mesma classe e campo semântico diferente,assistia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,gostou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,saiam,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e campo semântico diferente,surgiram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,conseguiram,verbo,mesma classe e campo semântico diferente,conquistá,verbo,mesma classe e campo semântico diferente,cresceu,verbo,mesma classe e mesmo campo semântico,falavam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gerou,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,fica,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:39
EST_20,6,A,trabalha,verbo,mesma classe e mesmo campo semântico,ganha,verbo,mesma classe e mesmo campo semântico,o,artigo,-,bom,adjetivo,-,todos,pronome indefinido,-,solta,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincavamos,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,passava,verbo,mesma classe e campo semântico diferente,boa,adjetivo,-,caia,verbo,mesma classe e campo semântico diferente,apagavam,verbo,mesma classe e campo semântico diferente,velho,adjetivo,-,ouvia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e campo semântico diferente,dava,verbo,mesma classe e campo semântico diferente,gosto,verbo,mesma classe e campo semântico diferente,passava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,cada,pronome indefinido,-,gosta,verbo,mesma classe e mesmo campo semântico,com,preposição,-,dia,nome substantivo,-,dia,nome substantivo,-,era,verbo,mesma classe e campo semântico diferente,todo,pronome indefinido,-,gosto,verbo,mesma classe e campo semântico diferente,agora,verbo,-,é,verbo,mesma classe e mesmo campo semântico,causou,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,está,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:26
EST_21,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,falava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,veio,verbo,mesma classe e mesmo campo semântico,teve,verbo,mesma classe e campo semântico diferente,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ficávamos,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,escurecia,verbo,mesma classe e mesmo campo semântico,anoitecia,verbo,mesma classe e campo semântico diferente,chegavam,verbo,mesma classe e mesmo campo semântico,acendiam,verbo,mesma classe e campo semântico diferente,falava,verbo,mesma classe e campo semântico diferente,via,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,queria,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,indo,verbo,mesma classe e campo semântico diferente,grande,adjetivo,-,tínhamos,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,teve,verbo,mesma classe e mesmo campo semântico,começou,verbo,mesma classe e mesmo campo semântico,anunciá,verbo,mesma classe e campo semântico diferente,mudou,verbo,mesma classe e campo semântico diferente,aqui,advérbio de lugar,-,mudaram,verbo,mesma classe e campo semântico diferente,cresceu,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,trouxe,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,guarda,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:22
EST_22,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,o,artigo,-,era,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,íamos,verbo,mesma classe e campo semântico diferente,acendiavam,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e campo semântico diferente,acontecia,verbo,mesma classe e campo semântico diferente,caia,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,tocava,verbo,mesma classe e campo semântico diferente,ouvia,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,entrava,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,acontecia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e mesmo campo semântico,-,-,-,taixa,nome substantivo,-,-,-,-,agitadas,adjetivo,-,andavam,verbo,mesma classe e campo semântico diferente,pois,verbo,-,é,verbo,mesma classe e mesmo campo semântico,teve,verbo,mesma classe e mesmo campo semântico,cuidava,verbo,mesma classe e campo semântico diferente,estão,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:25
EST_23,6,A,muito,advérbio de intensidade,-,era,verbo,mesma classe e campo semântico diferente,ganhava,verbo,mesma classe e campo semântico diferente,viajava,verbo,mesma classe e campo semântico diferente,diversão,nome substantivo,-,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,saia,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,como,preposição,-,boa,adjetivo,-,vinha,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e campo semântico diferente,asistia,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e mesmo campo semântico,quer,verbo,mesma classe e campo semântico diferente,da,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,tambem,advérbio de inclusão,-,que,pronome relativo,-,e,conjunção aditiva,-,era,verbo,mesma classe e mesmo campo semântico,-,-,-,foram,verbo,mesma classe e campo semântico diferente,basil,nome substantivo,-,as,artigo,-,todos,pronome indefinido,-,pessoas,nome substantivo,-,todas,pronome indefinido,-,ê,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,dele,contração,-,era,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:23
EST_24,6,A,acricunto,adjetivo,-,tinha,verbo,mesma classe e campo semântico diferente,pouco,ardvérbio de intensidade,-,muito,advérbio de intensidade,-,que,pronome relativo,-,fazia,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,moramos,verbo,mesma classe e campo semântico diferente,acente,verbo,mesma classe e campo semântico diferente,-,-,-,que,pronome relativo,-,acapa,verbo,mesma classe e campo semântico diferente,acente,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,tá,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,qué,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,qué,pronome relativo,-,é,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,comseque,verbo,mesma classe e mesmo campo semântico,vem,verbo,mesma classe e campo semântico diferente,leva,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,quando,advérbio de tempo,-,senbre,advérbio de tempo,-,pobres,adjetivo,-,é,verbo,mesma classe e mesmo campo semântico,causão,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:20
EST_25,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,recebia,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,viajamos,verbo,mesma classe e campo semântico diferente,tive,verbo,mesma classe e campo semântico diferente,sai,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,bricamos,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e mesmo campo semântico,acontecia,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e campo semântico diferente,ligado,adjetivo,-,escutando,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,nossa,pronome possessivo,-,era,verbo,mesma classe e mesmo campo semântico,pode,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,era,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,tinham,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:37
EST_26,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,recebia,verbo,mesma classe e mesmo campo semântico,juntamos,verbo,mesma classe e mesmo campo semântico,fomos,verbo,mesma classe e mesmo campo semântico,sentíamos,verbo,mesma classe e campo semântico diferente,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,andávamos,verbo,mesma classe e campo semântico diferente,falhava,verbo,mesma classe e campo semântico diferente,demorávamos,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,novo,adjetivo,-,assistia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,amou,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,diminuiam,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e campo semântico diferente,nasciam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,todos,pronome indefinido,-,jogavam,verbo,mesma classe e campo semântico diferente,aumentou,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,viver,verbo,mesma classe e campo semântico diferente,crescia,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,sou,verbo,mesma classe e campo semântico diferente,conto,verbo,mesma classe e campo semântico diferente,Lembranças do passado,08:00,08:31
EST_27,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,o,artigo,-,necessidade,nome substantivo,-,tem,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,ficamos,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,tinha,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,para,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,também,advérbio de inclusão,-,nas,contração,-,sempre,advérbio de tempo,-,sempre,advérbio de tempo,-,tem,verbo,mesma classe e campo semântico diferente,trabalhava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,sempre,advérbio de tempo,-,quando,advérbio de tempo,-,é,verbo,mesma classe e mesmo campo semântico,dá,verbo,mesma classe e campo semântico diferente,agente,pronome pessoal,-,perde,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,quando,advérbio de tempo,-,sempre,advérbio de tempo,-,assim,advérbio de modo,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,tambem,advérbio de inclusão,-,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:33
EST_28,6,B,trabalho,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,vai,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,faz,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,paramos,verbo,mesma classe e campo semântico diferente,liga,verbo,mesma classe e campo semântico diferente,acendemo,verbo,mesma classe e campo semântico diferente,acontece,verbo,mesma classe e mesmo campo semântico,acabava,verbo,mesma classe e campo semântico diferente,desligam,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,sem,preposição,-,e,verbo,mesma classe e mesmo campo semântico,ama,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e mesmo campo semântico,e,conjunção,-,eram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,ericam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,eletronicos,nome substantivo,-,era,verbo,mesma classe e mesmo campo semântico,diminui,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,ficava,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:25
