discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,texto,tempo_inicial,tempo_final
EST_168,9,A,dizia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,mostrou,verbo,mesma classe e campo semântico diferente,sobre,preposição,-,cairia,verbo,mesma classe e mesmo campo semântico,fomos,verbo,mesma classe e mesmo campo semântico,também,advérbio de inclusão,-,viram,verbo,mesma classe e campo semântico diferente,falando,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,por,preposição,-,sobreviveu,verbo,mesma classe e mesmo campo semântico,quando,conjunção temporal,-,e,conjunção aditiva,-,chegou,verbo,mesma classe e mesmo campo semântico,pousou,verbo,mesma classe e mesmo campo semântico,acreditou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,falaram,verbo,mesma classe e campo semântico diferente,sabe,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,falam,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,acredita,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,queimou,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,virou,verbo,mesma classe e campo semântico diferente,dedicou,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:18
EST_169,9,A,acha,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,transmitisse,verbo,mesma classe e campo semântico diferente,caira,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,ira,verbo,mesma classe e campo semântico diferente,nervosos,adjetivo,-,porem,conjunção adversativa,-,que,pronome relativo,-,está,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,morreu,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,de,preposição,-,toda,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,caiu,verbo,mesma classe e mesmo campo semântico,transmitiram,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,caiu,verbo,mesma classe e campo semântico diferente,queria,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,explodiu,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,imaginava,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:22
EST_170,9,A,falava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e campo semântico diferente,-,-,-,e,conjunção aditiva,-,mudaria,verbo,mesma classe e campo semântico diferente,assustados,adjetivo,-,avisaram,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,chegava,verbo,mesma classe e campo semântico diferente,sobreviveu,verbo,mesma classe e mesmo campo semântico,com,preposição,-,e,conjunção aditiva,-,chegou,verbo,mesma classe e mesmo campo semântico,ficou,verbo,mesma classe e campo semântico diferente,gritou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,contava,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caindo,verbo,mesma classe e campo semântico diferente,lembra,verbo,mesma classe e campo semântico diferente,sabe,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caia,verbo,mesma classe e campo semântico diferente,destruia,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,tornou,verbo,mesma classe e campo semântico diferente,precisava,verbo,mesma classe e mesmo campo semântico,virou,verbo,mesma classe e campo semântico diferente,sabe,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:16
EST_171,9,A,não,advérbio de negação,-,é,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e campo semântico diferente,pela,preposição,-,cair,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,triste,adjetivo,-,ocorreu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,passa,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,sobreviveu,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,triste,adjetivo,-,escultou,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,correu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,acredita,verbo,mesma classe e campo semântico diferente,passou,verbo,mesma classe e campo semântico diferente,perto,advérbio de lugar,-,noticia,nome substantivo,-,falavam,verbo,mesma classe e campo semântico diferente,acredite,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,expludia,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,acreditar,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e campo semântico diferente,escreveu,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,sobreviveu,verbo,mesma classe e campo semântico diferente,passou,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:17
EST_172,9,A,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,mostrou,verbo,mesma classe e campo semântico diferente,sobrevoando,verbo,mesma classe e campo semântico diferente,cai,verbo,mesma classe e campo semântico diferente,fui,verbo,mesma classe e campo semântico diferente,comentei,verbo,mesma classe e campo semântico diferente,vi,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,sobrevoava,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,sobreviveu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,fui,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,comemorou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,lá,advérbio de lugar,-,caiu,verbo,mesma classe e mesmo campo semântico,lembro,verbo,mesma classe e mesmo campo semântico,digo,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,explodiu,verbo,mesma classe e mesmo campo semântico,acredita,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,é,verbo,mesma classe e campo semântico diferente,com,preposição,-,nasçe,verbo,mesma classe e campo semântico diferente,escreva,verbo,mesma classe e campo semântico diferente,crer,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:16
EST_173,9,A,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,alertou,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e campo semântico diferente,preocupou,verbo,mesma classe e campo semântico diferente,avião,nome substantivo,-,pessoas,nome substantivo,-,pegaram,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,fica,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,ouviu,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,acalmou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,aceitava,verbo,mesma classe e campo semântico diferente,cidade,nome substantivo,-,caiu,verbo,mesma classe e mesmo campo semântico,notícia,nome substantivo,-,alertou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,aquela,pronome demonstrativo,-,era,verbo,mesma classe e campo semântico diferente,perigoso,adjetivo,-,ficou,verbo,mesma classe e campo semântico diferente,alertou,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,pegou,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,perguntou,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:11
EST_174,9,A,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,de,preposição,-,colidindo,verbo,mesma classe e campo semântico diferente,fui,verbo,mesma classe e campo semântico diferente,sabendo,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,dizendo,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,passou,verbo,mesma classe e campo semântico diferente,escapou,verbo,mesma classe e mesmo campo semântico,nisso,contração,-,a,artigo definido,-,na,contração,-,saiu,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,incendiado,adjetivo,-,um,artigo indefinido,-,no,contração,-,acredita,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,queimou,verbo,mesma classe e mesmo campo semântico,acreditava,verbo,mesma classe e mesmo campo semântico,via,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e campo semântico diferente,a,preposição,-,a,preposição,-,havia,verbo,mesma classe e campo semântico diferente,dizer,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:24
EST_175,9,A,odeia,verbo,mesma classe e campo semântico diferente,fosse,verbo,mesma classe e campo semântico diferente,anunciou,verbo,mesma classe e campo semântico diferente,chegava,verbo,mesma classe e campo semântico diferente,chegada,verbo,mesma classe e campo semântico diferente,direto,adjetivo,-,ansêia,nome substantivo,-,garoto,nome substantivo,-,alunos,nome substantivo,-,esteja,verbo,mesma classe e campo semântico diferente,dem,advérbio de modo,-,assustaram,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,alunos,nome substantivo,-,chegaram,verbo,mesma classe e campo semântico diferente,estaria,verbo,mesma classe e campo semântico diferente,olhou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,seja,verbo,mesma classe e campo semântico diferente,mentiram,verbo,mesma classe e campo semântico diferente,ter,verbo,mesma classe e campo semântico diferente,fizeram,verbo,mesma classe e campo semântico diferente,mesmo,conjunção concessiva,-,era,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,precisou,verbo,mesma classe e campo semântico diferente,tornou,verbo,mesma classe e campo semântico diferente,lia,verbo,mesma classe e campo semântico diferente,escrevia,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:16
EST_176,9,B,afirmava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,divulgou,verbo,mesma classe e campo semântico diferente,destruiria,verbo,mesma classe e campo semântico diferente,E,conjunção aditiva,-,indo,verbo,mesma classe e campo semântico diferente,informados,adjetivo,-,vi,verbo,mesma classe e campo semântico diferente,muito,advérbio de intensidade,-,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,sobreviveu,verbo,mesma classe e mesmo campo semântico,avistei,verbo,mesma classe e campo semântico diferente,Então,advérbio de tempo,-,ia,verbo,mesma classe e campo semântico diferente,está,verbo,mesma classe e campo semântico diferente,relaxou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,cair,verbo,mesma classe e campo semântico diferente,soube,verbo,mesma classe e campo semântico diferente,desacreditou,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,destruiu,verbo,mesma classe e campo semântico diferente,pensou,verbo,mesma classe e campo semântico diferente,ouviu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,baseou,verbo,mesma classe e campo semântico diferente,tornando,verbo,mesma classe e campo semântico diferente,afirmou,verbo,mesma classe e campo semântico diferente,diziam,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:13
EST_177,9,B,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e campo semântico diferente,E,conjunção aditiva,-,iria,verbo,mesma classe e campo semântico diferente,pensando,verbo,mesma classe e campo semântico diferente,João,nome substantivo,-,José,nome substantivo,-,caiu,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,sobreviveu,verbo,mesma classe e mesmo campo semântico,lá,advérbio de tempo,-,É,verbo,mesma classe e campo semântico diferente,chega,verbo,mesma classe e campo semântico diferente,pousou,verbo,mesma classe e mesmo campo semântico,desacreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,viam,verbo,mesma classe e campo semântico diferente,verdade,nome substantivo,-,caiu,verbo,mesma classe e mesmo campo semântico,soube,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,mentia,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,exisitia,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,pensou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,acredito,verbo,mesma classe e campo semântico diferente,escreve,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:26
EST_178,9,B,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,chegaria,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,entretanto,conjunção adversativa,-,ansiosos,adjetivo,-,chegou,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e campo semântico diferente,chegaria,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,escapou,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,mas,conjunção adversativa,-,veio,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,incendiado,adjetivo,-,percebeu,verbo,mesma classe e campo semântico diferente,de,preposição,-,mentiu,verbo,mesma classe e mesmo campo semântico,olhou,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e mesmo campo semântico,acreditava,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,para,preposição,-,realmente,advérbio de modo,-,ele,pronome pessoal,-,perguntou,verbo,mesma classe e campo semântico diferente,via,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:15
EST_179,9,B,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,anunciou,verbo,mesma classe e campo semântico diferente,chegava,verbo,mesma classe e campo semântico diferente,chegando,verbo,mesma classe e campo semântico diferente,Iram,verbo,mesma classe e campo semântico diferente,assustados,adjetivo,-,avisaram,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,pousou,verbo,mesma classe e campo semântico diferente,faleceu,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,Até,preposição,-,volta,verbo,mesma classe e campo semântico diferente,pousou,verbo,mesma classe e mesmo campo semântico,acreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,intacto,adjetivo,-,questionando,verbo,mesma classe e campo semântico diferente,diz,verbo,mesma classe e campo semântico diferente,acredita,verbo,mesma classe e campo semântico diferente,imaginava,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e mesmo campo semântico,pensou,verbo,mesma classe e campo semântico diferente,ouviu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,virou,verbo,mesma classe e campo semântico diferente,transformou,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:19
EST_180,9,B,dizia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,informando,verbo,mesma classe e campo semântico diferente,pousaria,verbo,mesma classe e campo semântico diferente,proximo,advérbio de lugar,-,Fomos,verbo,mesma classe e mesmo campo semântico,falando,verbo,mesma classe e campo semântico diferente,apareceu,verbo,mesma classe e mesmo campo semântico,ficou,verbo,mesma classe e campo semântico diferente,passaria,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,sofre,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,aconteceu,verbo,mesma classe e campo semântico diferente,uma,artigo indefinido,-,estava,verbo,mesma classe e campo semântico diferente,mas,conjunção adversativa,-,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,aquele,pronome demonstrativo,-,não,advérbio de negação,-,disse,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,agora,advérbio de negação,-,caiu,verbo,mesma classe e mesmo campo semântico,queimou,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e campo semântico diferente,pasava,verbo,mesma classe e campo semântico diferente,uma,artigo indefinido,-,ficou,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,aproximo,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:11
EST_181,9,A,fala,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,deu,verbo,mesma classe e mesmo campo semântico,para,preposição,-,cair,verbo,mesma classe e campo semântico diferente,indo,verbo,mesma classe e campo semântico diferente,nervosos,adjetivo,-,ele,pronome pessoal,-,fica,verbo,mesma classe e campo semântico diferente,vem,verbo,mesma classe e campo semântico diferente,está,verbo,mesma classe e campo semântico diferente,dele,contração,-,também,advérbio de inclusão,-,é,verbo,mesma classe e campo semântico diferente,toda,adjetivo,-,estabilizou,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,era,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,caiu,verbo,mesma classe e mesmo campo semântico,fala,verbo,mesma classe e campo semântico diferente,mentiroso,adjetivo,-,gosta,verbo,mesma classe e campo semântico diferente,fala,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,desistabilizou,verbo,mesma classe e campo semântico diferente,fala,verbo,mesma classe e campo semântico diferente,menti,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,pega,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,fala,verbo,mesma classe e campo semântico diferente,quer,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:15
EST_182,9,B,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,parou,verbo,mesma classe e campo semântico diferente,chegaria,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,nervosos,adjetivo,-,preucupado,adjetivo,-,também,advérbio de inclusão,-,estava,verbo,mesma classe e mesmo campo semântico,chegava,verbo,mesma classe e campo semântico diferente,sobreviveu,verbo,mesma classe e mesmo campo semântico,derrepente,nome substantivo,-,Então,advérbio de tempo,-,dentro,advérbio de lugar,-,estava,verbo,mesma classe e campo semântico diferente,relaxou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,incendiado,adjetivo,-,falo,verbo,mesma classe e campo semântico diferente,vejo,verbo,mesma classe e campo semântico diferente,gosta,verbo,mesma classe e campo semântico diferente,vê,verbo,mesma classe e campo semântico diferente,cai,verbo,mesma classe e campo semântico diferente,queima,verbo,mesma classe e campo semântico diferente,chorava,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,como,preposição,-,escrevia,verbo,mesma classe e campo semântico diferente,como,preposição,-,inspirava,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:17
EST_183,9,B,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,sobre,preposição,-,cair,verbo,mesma classe e campo semântico diferente,Foram,verbo,mesma classe e campo semântico diferente,medo,nome substantivo,-,chegou,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,salvou,verbo,mesma classe e mesmo campo semântico,vendo,verbo,mesma classe e campo semântico diferente,Alunos,nome substantivo,-,retornaram,verbo,mesma classe e campo semântico diferente,estaria,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,insistia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caindo,verbo,mesma classe e campo semântico diferente,falam,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e mesmo campo semântico,acreditava,verbo,mesma classe e mesmo campo semântico,dizia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,precisava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,escrevesse,verbo,mesma classe e mesmo campo semântico,dizia,verbo,mesma classe e mesmo campo semântico,Memórias de um aprendiz de escritor,08:00,08:20
EST_184,9,A,falava,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,tocava,verbo,mesma classe e campo semântico diferente,na,preposição,-,havia,verbo,mesma classe e campo semântico diferente,avisão,nome substantivo,-,tudo,pronome indefinido,-,tinha,verbo,mesma classe e campo semântico diferente,tratado,adjetivo,-,momentos,nome substantivo,-,um,artigo indefinido,-,dele,contração,-,colégio,nome substantivo,-,família,nome substantivo,-,via,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,fez,verbo,mesma classe e campo semântico diferente,com,preposição,-,podia,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,irrita,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,notícia,nome substantivo,-,podia,verbo,mesma classe e campo semântico diferente,desses,pronome demonstrativo,-,naquele,pronome demonstrativo,-,fomos,verbo,mesma classe e campo semântico diferente,imagina,verbo,mesma classe e campo semântico diferente,pedir,verbo,mesma classe e campo semântico diferente,olhos,nome substantivo,-,imaginação,nome substantivo,-,entre,verbo,mesma classe e campo semântico diferente,quedas,nome substantivo,-,pilotos,nome substantivo,-,Memórias de um aprendiz de escritor,08:01,08:21
EST_185,9,B,dizia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,comunicou,verbo,mesma classe e campo semântico diferente,partiu,verbo,mesma classe e campo semântico diferente,diz,verbo,mesma classe e campo semântico diferente,Entra,verbo,mesma classe e campo semântico diferente,falar,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,estava,verbo,mesma classe e mesmo campo semântico,logo,advérbio de tempo,-,saiu,verbo,mesma classe e mesmo campo semântico,afirmavam,verbo,mesma classe e campo semântico diferente,Mas,conjunção adversativa,-,passavam,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e campo semântico diferente,o,artigo definido,-,que,conjunção integrativa,-,disse,verbo,mesma classe e campo semântico diferente,caia,verbo,mesma classe e campo semântico diferente,incendiado,adjetivo,-,pensava,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e campo semântico diferente,teve,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,era,verbo,mesma classe e campo semântico diferente,esperam,verbo,mesma classe e campo semântico diferente,dira,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:13
